customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00175,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,20.08,944.07,No
CUST-00176,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),64.73,2973.06,No
CUST-00177,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.09,1436.03,No
CUST-00178,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.01,3835.65,No
CUST-00179,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,117.7,1407.68,Yes
CUST-00180,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.51,6000.58,No
CUST-00181,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.06,6777.85,Yes
CUST-00182,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,31.69,390.99,No
CUST-00183,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),28.89,2057.14,No
CUST-00184,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.76,1498.21,Yes
CUST-00185,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,84.8,4755.9,No
CUST-00186,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.9,1019.98,No
CUST-00187,Female,1,No,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),104.25,2088.95,Yes
CUST-00188,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.25,1399.51,No
CUST-00189,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),60.08,1379.88,No
CUST-00190,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),79.38,3799.32,No
CUST-00191,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,69.58,2131.72,No
CUST-00192,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,21.6,235.36,No
CUST-00193,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.13,1620.48,No
CUST-00194,Male,0,No,No,67,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,96.76,6473.01,No
CUST-00195,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),67.32,4052.06,No
CUST-00196,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.7,329.13,No
CUST-00197,Female,0,No,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.9,2802.91,Yes
CUST-00198,Female,1,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,56.34,3554.45,No
CUST-00199,Male,0,No,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,20.97,642.62,No
CUST-00200,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),97.48,6824.89,No
CUST-00201,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,65.31,4248.63,No
CUST-00202,Female,1,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,32.03,288.97,Yes
CUST-00203,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,20.13,402.05,No
CUST-00204,Male,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,19.77,784.03,No
CUST-00205,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),21.37,886.33,No
CUST-00206,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,33.66,2398.6,No
CUST-00207,Female,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,41.38,1871.42,No
CUST-00208,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,42.96,3095.41,No
CUST-00209,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.84,3285.26,No
CUST-00210,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.4,115.22,No
CUST-00211,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.07,1119.61,No
CUST-00212,Male,1,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),101.16,1322.16,No
CUST-00213,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,56.86,2962.15,No
CUST-00214,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.55,2539.14,No
CUST-00215,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.52,636.71,Yes
CUST-00216,Male,1,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,51.12,1548.01,No
CUST-00217,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,86.95,6075.86,No
CUST-00218,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,112.11,6729.6,Yes
CUST-00219,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),80.17,1756.52,No
CUST-00220,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.75,393.95,No
CUST-00221,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49.68,752.44,No
CUST-00222,Male,1,Yes,Yes,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),57.55,1429.05,No
CUST-00223,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.94,2350.25,Yes
CUST-00224,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.03,240.14,Yes
CUST-00225,Female,1,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),65.47,2366.42,No
CUST-00226,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,94.66,3023.76,No
CUST-00227,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,42.02,1879.6,No
CUST-00228,Female,1,Yes,No,60,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,90.37,5418.74,No
CUST-00229,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),94.91,3802.24,Yes
CUST-00230,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,105.23,1791.78,No
CUST-00231,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.41,301.26,No
CUST-00232,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),29.49,1473.45,No
CUST-00233,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,114.44,4116.92,No
CUST-00234,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,30.7,389.76,No
CUST-00235,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),67.27,4488.43,No
CUST-00236,Female,1,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,34.86,1010.88,No
CUST-00237,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.0,5905.85,No
CUST-00238,Female,1,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,27.75,1442.84,No
CUST-00239,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26.65,953.25,No
CUST-00240,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.98,1994.46,No
CUST-00241,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.06,2649.36,Yes
CUST-00242,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,84.82,1107.52,Yes
CUST-00243,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.16,1921.93,No
CUST-00244,Male,1,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.19,3625.37,Yes
CUST-00245,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.3,2761.56,Yes
CUST-00246,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,88.43,529.75,No
CUST-00247,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.94,1521.37,No
CUST-00248,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,25.92,226.33,No
CUST-00249,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),93.52,6241.5,No
CUST-00250,Male,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.74,3984.39,No
CUST-00251,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,103.88,1263.44,No
CUST-00252,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,38.44,1238.09,Yes
CUST-00253,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,40.54,1241.05,No
CUST-00254,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.24,3590.03,No
CUST-00255,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.72,136.96,No
CUST-00256,Male,1,No,Yes,60,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),47.93,2872.05,No
CUST-00257,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.06,189.34,No
CUST-00258,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,51.76,1182.34,Yes
CUST-00259,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.14,626.02,No
CUST-00260,Male,0,Yes,Yes,41,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.73,3451.28,No
CUST-00261,Male,1,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,36.24,694.96,No
CUST-00262,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),37.78,1504.1,No
CUST-00263,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),19.67,368.31,No
CUST-00264,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,76.38,381.53,No
CUST-00265,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,4181.67,No
CUST-00266,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,27.74,1137.5,No
CUST-00267,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,23.09,552.7,No
CUST-00268,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,67.57,2703.77,No
CUST-00269,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,96.91,3856.42,No
CUST-00270,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),114.33,236.66,No
CUST-00271,Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25.59,1069.18,No
CUST-00272,Female,0,No,No,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),89.53,4037.92,No
CUST-00273,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,37.34,2113.0,No
CUST-00274,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.43,1056.97,No
CUST-00275,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.81,208.22,No
CUST-00276,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.96,5464.92,Yes
CUST-00277,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),78.74,1106.31,No
CUST-00278,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.97,851.79,No
CUST-00279,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.71,7704.41,No
CUST-00280,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,23.51,861.68,No
CUST-00281,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.94,1533.99,No
CUST-00282,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.68,3164.27,No
CUST-00283,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.51,224.16,No
CUST-00284,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),118.11,3295.61,No
CUST-00285,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.04,532.81,No
CUST-00286,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.68,2644.59,No
CUST-00287,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.64,3006.15,Yes
CUST-00288,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),88.13,6350.55,No
CUST-00289,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.33,1768.97,No
CUST-00290,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.4,394.16,No
CUST-00291,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.95,762.94,No
CUST-00292,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.44,324.83,Yes
CUST-00293,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),103.13,6812.93,No
CUST-00294,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),56.26,340.49,No
CUST-00295,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.3,3687.99,No
CUST-00296,Female,1,No,No,66,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50.69,3325.76,No
CUST-00297,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.36,2738.24,Yes
CUST-00298,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.04,1758.92,No
CUST-00299,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,99.96,2797.67,No
CUST-00300,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,107.99,7683.94,No
CUST-00301,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.75,1417.15,No
CUST-00302,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.33,1867.74,No
CUST-00303,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),37.81,712.04,No
CUST-00304,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),105.65,2958.29,No
CUST-00305,Female,0,Yes,Yes,52,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.91,2432.86,No
CUST-00306,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.37,0.0,Yes
CUST-00307,Female,1,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,116.87,3853.15,No
CUST-00308,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.67,3693.96,No
CUST-00309,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.05,1334.19,No
CUST-00310,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.45,3357.25,No
CUST-00311,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),55.78,1892.79,No
CUST-00312,Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.14,6090.34,No
CUST-00313,Female,0,No,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,77.41,1767.82,No
CUST-00314,Male,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,84.4,5405.87,No
CUST-00315,Male,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.93,241.84,No
CUST-00316,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),117.1,7852.33,No
CUST-00317,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),104.31,3877.66,No
CUST-00318,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32.96,3.76,No
CUST-00319,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.59,1549.83,No
CUST-00320,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.61,2814.24,No
